name,time,co2
new_snifferbuddy,1682024812987491761,467
new_snifferbuddy,1682024817745889241,468
new_snifferbuddy,1682024822591989331,468
new_snifferbuddy,1682024827390482353,469
new_snifferbuddy,1682024832263854047,468
new_snifferbuddy,1682024837084556206,469
new_snifferbuddy,1682024841931831011,469
new_snifferbuddy,1682024846640874066,469
new_snifferbuddy,1682026161712239859,587
new_snifferbuddy,1682026166500247401,576
new_snifferbuddy,1682026171342869174,562
new_snifferbuddy,1682026176208172914,548
new_snifferbuddy,1682026226191545235,629
new_snifferbuddy,1682026231013934307,615
new_snifferbuddy,1682026235806475785,599
new_snifferbuddy,1682026240662756138,595
new_snifferbuddy,1682026245433736459,594
new_snifferbuddy,1682026250221995912,592
new_snifferbuddy,1682026255064074617,591
new_snifferbuddy,1682026259847668156,589
new_snifferbuddy,1682026264689743175,592
new_snifferbuddy,1682026269452585280,602
new_snifferbuddy,1682026274266116412,614
new_snifferbuddy,1682026279062526392,618
new_snifferbuddy,1682026283891136153,623
new_snifferbuddy,1682026288696995052,626
new_snifferbuddy,1682026293835017104,627
new_snifferbuddy,1682026298286941656,627
new_snifferbuddy,1682026303477272365,627
new_snifferbuddy,1682026308153069676,626
new_snifferbuddy,1682026312740042322,651
new_snifferbuddy,1682026317521369356,718
new_snifferbuddy,1682026322317539982,776
new_snifferbuddy,1682026327141407795,841
new_snifferbuddy,1682026420691850453,632
new_snifferbuddy,1682026425545866000,673
new_snifferbuddy,1682026431813223644,662
new_snifferbuddy,1682026435142445408,670
new_snifferbuddy,1682026439947436239,654
new_snifferbuddy,1682026444723744834,657
new_snifferbuddy,1682026449574063768,661
new_snifferbuddy,1682026454354049322,661
new_snifferbuddy,1682026459164457031,660
new_snifferbuddy,1682026463957463625,659
new_snifferbuddy,1682026468787899639,658
new_snifferbuddy,1682026473604121842,649
new_snifferbuddy,1682026478601526080,643
new_snifferbuddy,1682026483202893066,635
new_snifferbuddy,1682026487998804539,632
new_snifferbuddy,1682026492570930970,633
new_snifferbuddy,1682026497380140409,631
new_snifferbuddy,1682026502179513068,628
new_snifferbuddy,1682026506991302173,622
new_snifferbuddy,1682026511965840437,620
new_snifferbuddy,1682026516601214093,616
new_snifferbuddy,1682026521408240631,614
new_snifferbuddy,1682026526215995023,606
new_snifferbuddy,1682026531025527217,600
new_snifferbuddy,1682026536061936315,597
new_snifferbuddy,1682026540861311009,592
new_snifferbuddy,1682026545686882426,588
new_snifferbuddy,1682026550470753810,582
new_snifferbuddy,1682026555297302511,579
new_snifferbuddy,1682026560106682914,573
new_snifferbuddy,1682026564911031972,570
new_snifferbuddy,1682026569734970368,566
new_snifferbuddy,1682026574515143822,559
new_snifferbuddy,1682026579323874290,550
new_snifferbuddy,1682026584132404918,544
new_snifferbuddy,1682026588926603911,543
new_snifferbuddy,1682026593935191518,544
new_snifferbuddy,1682026598578102610,541
new_snifferbuddy,1682026603526780876,540
new_snifferbuddy,1682026608232853806,539
new_snifferbuddy,1682026612965269014,537
new_snifferbuddy,1682026617823893591,533
new_snifferbuddy,1682026622805619504,533
new_snifferbuddy,1682026627355700522,533
new_snifferbuddy,1682026632185361404,529
new_snifferbuddy,1682026637118209464,529
new_snifferbuddy,1682026641815079382,528
new_snifferbuddy,1682026646599257498,527
new_snifferbuddy,1682026651397819757,528
new_snifferbuddy,1682026656235243636,524
new_snifferbuddy,1682026661033693279,519
new_snifferbuddy,1682026665854093390,517
new_snifferbuddy,1682026670629931902,516
new_snifferbuddy,1682026675433594307,510
new_snifferbuddy,1682026680235151495,508
new_snifferbuddy,1682026685039524572,505
new_snifferbuddy,1682026689893169987,504
new_snifferbuddy,1682026694666696842,499
new_snifferbuddy,1682026699477457457,499
new_snifferbuddy,1682026704279465199,499
new_snifferbuddy,1682026709097045613,499
new_snifferbuddy,1682026714155913232,498
new_snifferbuddy,1682026718853545059,498
new_snifferbuddy,1682026723510344904,499
new_snifferbuddy,1682026728286602853,498
new_snifferbuddy,1682026733118826278,494
new_snifferbuddy,1682026737936233038,495
new_snifferbuddy,1682026742723570401,495
new_snifferbuddy,1682026747535434852,495
new_snifferbuddy,1682026752346181701,494
new_snifferbuddy,1682026757150435659,494
new_snifferbuddy,1682026761957533644,493
new_snifferbuddy,1682026766767100562,493
new_snifferbuddy,1682026771570255295,492
new_snifferbuddy,1682026776369814944,492
new_snifferbuddy,1682026781174636414,492
new_snifferbuddy,1682026785992896036,493
new_snifferbuddy,1682026790777042955,493
new_snifferbuddy,1682026795588246309,493
new_snifferbuddy,1682026800386665502,492
new_snifferbuddy,1682026805208969907,491
new_snifferbuddy,1682026810312305229,491
new_snifferbuddy,1682026814867146691,489
new_snifferbuddy,1682026819793875381,489
new_snifferbuddy,1682026824443539634,488
new_snifferbuddy,1682026829254576113,488
new_snifferbuddy,1682026834158060369,488
new_snifferbuddy,1682026838837674810,487
new_snifferbuddy,1682026843644769027,486
new_snifferbuddy,1682026848680106642,484
new_snifferbuddy,1682026853271459489,485
new_snifferbuddy,1682026858203197520,483
new_snifferbuddy,1682026863007472073,481
new_snifferbuddy,1682026867687254359,481
new_snifferbuddy,1682026872486116072,481
new_snifferbuddy,1682026877327611247,482
new_snifferbuddy,1682026882291263831,481
new_snifferbuddy,1682026886937602810,477
new_snifferbuddy,1682026891895707986,478
new_snifferbuddy,1682026896566597397,477
new_snifferbuddy,1682026901520464119,479
new_snifferbuddy,1682026906163145696,478
new_snifferbuddy,1682026911146999233,479
new_snifferbuddy,1682026915841855653,479
new_snifferbuddy,1682026920758342396,477
new_snifferbuddy,1682026925361778646,475
new_snifferbuddy,1682026930195221515,476
new_snifferbuddy,1682026934973900420,476
new_snifferbuddy,1682026939775087986,475
new_snifferbuddy,1682026944581813855,475
new_snifferbuddy,1682026949254090687,473
new_snifferbuddy,1682026954226935267,471
new_snifferbuddy,1682026958993107014,472
new_snifferbuddy,1682026963815724493,472
new_snifferbuddy,1682026968628202188,473
new_snifferbuddy,1682026973227010169,472
new_snifferbuddy,1682026978001533275,471
new_snifferbuddy,1682026983013185569,470
new_snifferbuddy,1682026987631017597,470
new_snifferbuddy,1682026992641564276,470
new_snifferbuddy,1682026997242158918,469
new_snifferbuddy,1682027002277723924,468
new_snifferbuddy,1682027007055849672,465
new_snifferbuddy,1682027011866746803,464
new_snifferbuddy,1682027016693947436,463
new_snifferbuddy,1682027021471389705,462
new_snifferbuddy,1682027026320774558,460
new_snifferbuddy,1682027031086668339,456
new_snifferbuddy,1682027035896850936,456
new_snifferbuddy,1682027040702475543,456
new_snifferbuddy,1682027045810900426,456
new_snifferbuddy,1682027050350513770,456
new_snifferbuddy,1682027055117148591,456
new_snifferbuddy,1682027059934200777,456
new_snifferbuddy,1682027064730900428,457
new_snifferbuddy,1682027069547353162,457
new_snifferbuddy,1682027074372940454,457
new_snifferbuddy,1682027079167782585,458
new_snifferbuddy,1682027084194498525,456
new_snifferbuddy,1682027088767525057,452
new_snifferbuddy,1682027093589727951,451
new_snifferbuddy,1682027098557213146,448
new_snifferbuddy,1682027103202149729,447
new_snifferbuddy,1682027107995612036,449
new_snifferbuddy,1682027112806490099,449
new_snifferbuddy,1682027117617814805,450
new_snifferbuddy,1682027122428094305,449
new_snifferbuddy,1682027127210095111,448
new_snifferbuddy,1682027132016416407,448
new_snifferbuddy,1682027136834052679,447
new_snifferbuddy,1682027141618331730,448
new_snifferbuddy,1682027146472740733,446
new_snifferbuddy,1682027151252205143,445
new_snifferbuddy,1682027156044049370,446
new_snifferbuddy,1682027160877097527,445
new_snifferbuddy,1682027165656032948,446
new_snifferbuddy,1682027170502419312,446
new_snifferbuddy,1682027175272960665,446
new_snifferbuddy,1682027180079828905,445
new_snifferbuddy,1682027184905055179,445
new_snifferbuddy,1682027189700088802,445
new_snifferbuddy,1682027194533963304,444
new_snifferbuddy,1682027199175193332,443
new_snifferbuddy,1682027204134286704,443
new_snifferbuddy,1682027208940169248,441
new_snifferbuddy,1682027213712856393,442
new_snifferbuddy,1682027218578002003,442
new_snifferbuddy,1682027223363717739,441
new_snifferbuddy,1682027228115431162,440
new_snifferbuddy,1682027232975005124,440
new_snifferbuddy,1682027237757553698,440
new_snifferbuddy,1682027242600149743,439
new_snifferbuddy,1682027247382425833,440
new_snifferbuddy,1682027252193921396,440
new_snifferbuddy,1682027256976792896,441
new_snifferbuddy,1682027261804197114,440
new_snifferbuddy,1682027266617171736,439
new_snifferbuddy,1682027271419856431,440
new_snifferbuddy,1682027276196779220,439
new_snifferbuddy,1682027281011382108,436
new_snifferbuddy,1682027285821779256,435
new_snifferbuddy,1682027290640354041,435
new_snifferbuddy,1682027295450986097,435
new_snifferbuddy,1682027300473279971,436
new_snifferbuddy,1682027305054032280,436
new_snifferbuddy,1682027309864465213,436
new_snifferbuddy,1682027314807573519,437
new_snifferbuddy,1682027319475611646,436
new_snifferbuddy,1682027324287213702,437
new_snifferbuddy,1682027329084156830,438
new_snifferbuddy,1682027333901160690,438
new_snifferbuddy,1682027338749982990,437
new_snifferbuddy,1682027343504285631,437
new_snifferbuddy,1682027348297470568,438
new_snifferbuddy,1682027353132131896,437
new_snifferbuddy,1682027357930892689,438
new_snifferbuddy,1682027362983138299,436
new_snifferbuddy,1682027367528485919,436
new_snifferbuddy,1682027372328015233,436
new_snifferbuddy,1682027377154405733,435
new_snifferbuddy,1682027381944481100,435
new_snifferbuddy,1682027386791622760,434
new_snifferbuddy,1682027391578327354,433
new_snifferbuddy,1682027396382228194,434
new_snifferbuddy,1682027401174571284,435
new_snifferbuddy,1682027405979531418,437
new_snifferbuddy,1682027410815259943,435
new_snifferbuddy,1682027415594800888,435
new_snifferbuddy,1682027420403337042,435
new_snifferbuddy,1682027425209329124,435
new_snifferbuddy,1682027429999956529,435
new_snifferbuddy,1682027434839701201,436
new_snifferbuddy,1682027439735157775,437
new_snifferbuddy,1682027444457937170,436
new_snifferbuddy,1682027449231973795,434
new_snifferbuddy,1682027454040651808,433
new_snifferbuddy,1682027458885342574,432
new_snifferbuddy,1682027463662403571,432
new_snifferbuddy,1682027468456409002,433
new_snifferbuddy,1682027473276283193,434
new_snifferbuddy,1682027478226747151,434
new_snifferbuddy,1682027482903675365,434
new_snifferbuddy,1682027487682224240,434
new_snifferbuddy,1682027492482130890,434
new_snifferbuddy,1682027497302813000,435
new_snifferbuddy,1682027502099389767,434
new_snifferbuddy,1682027506950563536,434
new_snifferbuddy,1682027511724970409,433
new_snifferbuddy,1682027516532618289,433
new_snifferbuddy,1682027521316346887,433
new_snifferbuddy,1682027526135117110,432
new_snifferbuddy,1682027530954922617,432
new_snifferbuddy,1682027535742367189,432
new_snifferbuddy,1682027540554771004,433
new_snifferbuddy,1682027545366288383,437
new_snifferbuddy,1682027550172887268,440
new_snifferbuddy,1682027554997493647,439
new_snifferbuddy,1682027559778042594,440
new_snifferbuddy,1682027564582360857,441
new_snifferbuddy,1682027569387003040,442
new_snifferbuddy,1682027574194383668,443
new_snifferbuddy,1682027579032599447,443
new_snifferbuddy,1682027583822086878,442
new_snifferbuddy,1682027588598864687,443
new_snifferbuddy,1682027593233657828,444
new_snifferbuddy,1682027598222628050,442
new_snifferbuddy,1682027603067309964,443
new_snifferbuddy,1682027608081117278,443
new_snifferbuddy,1682027612647224126,444
new_snifferbuddy,1682027617462567300,444
new_snifferbuddy,1682027622263818143,443
new_snifferbuddy,1682027627088871881,443
new_snifferbuddy,1682027631880730440,443
new_snifferbuddy,1682027636674246098,444
new_snifferbuddy,1682027641666308888,443
new_snifferbuddy,1682027646283619478,443
new_snifferbuddy,1682027651115295762,444
new_snifferbuddy,1682027655927568061,444
new_snifferbuddy,1682027660690134446,444
new_snifferbuddy,1682027665525343809,446
new_snifferbuddy,1682027670329162955,449
new_snifferbuddy,1682027675152529781,449
new_snifferbuddy,1682027680142237571,448
new_snifferbuddy,1682027684744410500,449
new_snifferbuddy,1682027689560380915,449
new_snifferbuddy,1682027694365737651,449
new_snifferbuddy,1682027699218107173,450
new_snifferbuddy,1682027703981549332,451
new_snifferbuddy,1682027708781752653,450
new_snifferbuddy,1682027713600212763,450
new_snifferbuddy,1682027718430075766,451
new_snifferbuddy,1682027723242436981,452
new_snifferbuddy,1682027727989738894,452
new_snifferbuddy,1682027732826200254,452
new_snifferbuddy,1682027737630446141,452
new_snifferbuddy,1682027742422336252,451
new_snifferbuddy,1682027747278901926,452
new_snifferbuddy,1682027752038315031,453
new_snifferbuddy,1682027756845408581,455
new_snifferbuddy,1682027761652924782,455
new_snifferbuddy,1682027766476851607,455
new_snifferbuddy,1682027771265126557,455
new_snifferbuddy,1682027776078437392,454
new_snifferbuddy,1682027780861488070,454
new_snifferbuddy,1682027785674921944,454
new_snifferbuddy,1682027790508288462,456
new_snifferbuddy,1682027795295053995,456
new_snifferbuddy,1682027800069022133,458
new_snifferbuddy,1682027804900404915,457
new_snifferbuddy,1682027809731171085,458
new_snifferbuddy,1682027814532806385,457
new_snifferbuddy,1682027819327043468,458
new_snifferbuddy,1682027824121847730,458
new_snifferbuddy,1682027828909296145,458
new_snifferbuddy,1682027833765847713,459
new_snifferbuddy,1682027838607212371,459
new_snifferbuddy,1682027843369627548,458
new_snifferbuddy,1682027848158856855,458
new_snifferbuddy,1682027852978984128,458
new_snifferbuddy,1682027857798181675,458
new_snifferbuddy,1682027862600011781,458
new_snifferbuddy,1682027867385427452,461
new_snifferbuddy,1682027872177902689,461
new_snifferbuddy,1682027877010739338,460
new_snifferbuddy,1682027881815658778,461
new_snifferbuddy,1682027886622264087,461
new_snifferbuddy,1682027891515590934,461
new_snifferbuddy,1682027896208728626,462
new_snifferbuddy,1682027901001703734,466
new_snifferbuddy,1682027905849715903,467
new_snifferbuddy,1682027910804902906,467
new_snifferbuddy,1682027915452781998,468
new_snifferbuddy,1682027920404919783,467
new_snifferbuddy,1682027925056970546,466
new_snifferbuddy,1682027930007661352,467
new_snifferbuddy,1682027934696666763,467
new_snifferbuddy,1682027939642844628,467
new_snifferbuddy,1682027944323261476,466
new_snifferbuddy,1682027949087909596,467
new_snifferbuddy,1682027953998453039,466
new_snifferbuddy,1682027958946305889,466
new_snifferbuddy,1682027963616574179,465
new_snifferbuddy,1682027968547548886,464
new_snifferbuddy,1682027973018322946,466
new_snifferbuddy,1682027978139809173,466
new_snifferbuddy,1682027982886498017,466
new_snifferbuddy,1682027987791269371,467
new_snifferbuddy,1682027992513543117,465
new_snifferbuddy,1682027997155120143,464
new_snifferbuddy,1682028002107458872,464
new_snifferbuddy,1682028006798989855,464
new_snifferbuddy,1682028011735284696,464
new_snifferbuddy,1682028016421451147,464
new_snifferbuddy,1682028021362406836,464
new_snifferbuddy,1682028025989341741,465
new_snifferbuddy,1682028031018735046,466
new_snifferbuddy,1682028035711252170,467
new_snifferbuddy,1682028040604345126,466
new_snifferbuddy,1682028045334998049,467
new_snifferbuddy,1682028050263181915,467
new_snifferbuddy,1682028054844594543,465
new_snifferbuddy,1682028059867691731,465
new_snifferbuddy,1682028064592260428,466
new_snifferbuddy,1682028069243000697,466
new_snifferbuddy,1682028074202144416,466
new_snifferbuddy,1682028078919821941,465
new_snifferbuddy,1682028083815342071,466
new_snifferbuddy,1682028088496025104,465
new_snifferbuddy,1682028093449815937,464
new_snifferbuddy,1682028098113313435,464
new_snifferbuddy,1682028103121617648,464
new_snifferbuddy,1682028107777041724,464
new_snifferbuddy,1682028112720825403,463
new_snifferbuddy,1682028117398278851,462
new_snifferbuddy,1682028122314721270,462
new_snifferbuddy,1682028127067542779,462
new_snifferbuddy,1682028131962478798,459
new_snifferbuddy,1682028136678513206,456
new_snifferbuddy,1682028141336863185,453
new_snifferbuddy,1682028146146369521,453
new_snifferbuddy,1682028150985903926,453
new_snifferbuddy,1682028155923232965,454
new_snifferbuddy,1682028160592115116,451
new_snifferbuddy,1682028165527463226,449
new_snifferbuddy,1682028170264612262,450
new_snifferbuddy,1682028175009826437,446
new_snifferbuddy,1682028179870239499,445
new_snifferbuddy,1682028184778865468,445
new_snifferbuddy,1682028189404363803,443
new_snifferbuddy,1682028194423095381,442
new_snifferbuddy,1682028199151472178,443
new_snifferbuddy,1682028204058790107,442
new_snifferbuddy,1682028208746037354,443
new_snifferbuddy,1682028213672727446,443
new_snifferbuddy,1682028218371335156,442
new_snifferbuddy,1682028223096806241,444
new_snifferbuddy,1682028228008756517,442
new_snifferbuddy,1682028232657629401,442
new_snifferbuddy,1682028237462868139,443
new_snifferbuddy,1682028242315747175,442
new_snifferbuddy,1682028247296367619,442
new_snifferbuddy,1682028251968437068,439
new_snifferbuddy,1682028256882997606,437
new_snifferbuddy,1682028261604498775,437
new_snifferbuddy,1682028266308378121,438
new_snifferbuddy,1682028271139560676,437
new_snifferbuddy,1682028276141471430,437
new_snifferbuddy,1682028280845531762,438
new_snifferbuddy,1682028285786425577,437
new_snifferbuddy,1682028290480153004,436
new_snifferbuddy,1682028295184513939,436
new_snifferbuddy,1682028300108219775,436
new_snifferbuddy,1682028304771742508,435
new_snifferbuddy,1682028309552769116,431
new_snifferbuddy,1682028314391197497,428
new_snifferbuddy,1682028319385902541,428
new_snifferbuddy,1682028323974918453,428
new_snifferbuddy,1682028328786001969,428
new_snifferbuddy,1682028333705370022,429
new_snifferbuddy,1682028338601269925,429
new_snifferbuddy,1682028343348963789,429
new_snifferbuddy,1682028348226804798,428
new_snifferbuddy,1682028352948979157,426
new_snifferbuddy,1682028357630303497,426
new_snifferbuddy,1682028362548577617,425
new_snifferbuddy,1682028367261418193,423
new_snifferbuddy,1682028372178739605,423
new_snifferbuddy,1682028376849550745,423
new_snifferbuddy,1682028381809145057,421
new_snifferbuddy,1682028386467417748,423
new_snifferbuddy,1682028391471926480,424
new_snifferbuddy,1682028396157189225,424
new_snifferbuddy,1682028401061132608,422
new_snifferbuddy,1682028405774358955,422
new_snifferbuddy,1682028410683660227,422
new_snifferbuddy,1682028415312229018,423
new_snifferbuddy,1682028420326138003,423
new_snifferbuddy,1682028425009150441,422
new_snifferbuddy,1682028429954117375,421
new_snifferbuddy,1682028434655987665,419
new_snifferbuddy,1682028439334910714,419
new_snifferbuddy,1682028444274876886,421
new_snifferbuddy,1682028448937558004,421
new_snifferbuddy,1682028453906181271,420
new_snifferbuddy,1682028458557624853,422
new_snifferbuddy,1682028463560277203,422
new_snifferbuddy,1682028468236707409,424
new_snifferbuddy,1682028473188618471,426
new_snifferbuddy,1682028477852431105,425
new_snifferbuddy,1682028482777013277,427
new_snifferbuddy,1682028487527630925,429
new_snifferbuddy,1682028492398354593,429
new_snifferbuddy,1682028497125600892,429
new_snifferbuddy,1682028502027557278,428
new_snifferbuddy,1682028506613812844,429
new_snifferbuddy,1682028511455511640,428
new_snifferbuddy,1682028516217434147,428
new_snifferbuddy,1682028521051508688,427
new_snifferbuddy,1682028525982101481,426
new_snifferbuddy,1682028530675949829,427
new_snifferbuddy,1682028535649545365,425
new_snifferbuddy,1682028540297501473,427
new_snifferbuddy,1682028545257237155,427
new_snifferbuddy,1682028549954839719,427
new_snifferbuddy,1682028554878039112,427
new_snifferbuddy,1682028559603631733,426
new_snifferbuddy,1682028564496275318,429
new_snifferbuddy,1682028569215401532,427
new_snifferbuddy,1682028574124451757,427
new_snifferbuddy,1682028578835748365,427
new_snifferbuddy,1682028583783380220,427
new_snifferbuddy,1682028588472687667,433
new_snifferbuddy,1682028593129645672,433
new_snifferbuddy,1682028597904165397,434
new_snifferbuddy,1682028602715448239,433
new_snifferbuddy,1682028607755303511,434
new_snifferbuddy,1682028612390781247,434
new_snifferbuddy,1682028617341435936,434
new_snifferbuddy,1682028622049543887,434
new_snifferbuddy,1682028626761262629,434
new_snifferbuddy,1682028631585227014,435
new_snifferbuddy,1682028636606215767,434
new_snifferbuddy,1682028641301225338,434
new_snifferbuddy,1682028646233061866,433
new_snifferbuddy,1682028650931764625,436
new_snifferbuddy,1682028655646990975,436
new_snifferbuddy,1682028660553395488,436
new_snifferbuddy,1682028665220568792,437
new_snifferbuddy,1682028670178545726,436
new_snifferbuddy,1682028674848989716,436
new_snifferbuddy,1682028679850565781,435
new_snifferbuddy,1682028684464504153,435
new_snifferbuddy,1682028689420808583,436
new_snifferbuddy,1682028694137648864,438
new_snifferbuddy,1682028699053076134,438
new_snifferbuddy,1682028703791866576,439
new_snifferbuddy,1682028708692618733,439
new_snifferbuddy,1682028713336241117,439
new_snifferbuddy,1682028718288525248,440
new_snifferbuddy,1682028722904719242,440
new_snifferbuddy,1682028727717488130,441
new_snifferbuddy,1682028732650790636,440
new_snifferbuddy,1682028737553043693,439
new_snifferbuddy,1682028742261377549,440
new_snifferbuddy,1682028746916506120,440
new_snifferbuddy,1682028751723823093,439
new_snifferbuddy,1682028756562904743,439
new_snifferbuddy,1682028761516900097,438
new_snifferbuddy,1682028766222030868,438
new_snifferbuddy,1682028771136746629,439
new_snifferbuddy,1682028775881022984,438
new_snifferbuddy,1682028780770809133,439
new_snifferbuddy,1682028785495722160,440
new_snifferbuddy,1682028790376364005,440
new_snifferbuddy,1682028795085309257,441
new_snifferbuddy,1682028800034416116,442
new_snifferbuddy,1682028804721643492,442
new_snifferbuddy,1682028809642800952,443
new_snifferbuddy,1682028814331324910,441
new_snifferbuddy,1682028819016526047,442
new_snifferbuddy,1682028824005385208,441
new_snifferbuddy,1682028828666816883,442
