name,time,co2
new_snifferbuddy,1682024064352471830,477
new_snifferbuddy,1682024086405531119,478
new_snifferbuddy,1682024090417625887,476
new_snifferbuddy,1682024099011981638,477
new_snifferbuddy,1682024099564512702,477
new_snifferbuddy,1682024099944857829,478
new_snifferbuddy,1682024100368434162,480
new_snifferbuddy,1682024100730434961,481
new_snifferbuddy,1682024101107932718,481
new_snifferbuddy,1682024101536988256,482
new_snifferbuddy,1682024101974552332,484
new_snifferbuddy,1682024102331865125,484
new_snifferbuddy,1682024102812098873,483
new_snifferbuddy,1682024103223880522,483
new_snifferbuddy,1682024103462218333,483
new_snifferbuddy,1682024103913097343,482
new_snifferbuddy,1682024106497104141,481
new_snifferbuddy,1682024111327757002,480
new_snifferbuddy,1682024116184389049,476
new_snifferbuddy,1682024120875316027,477
new_snifferbuddy,1682024125753021850,479
new_snifferbuddy,1682024130485375824,479
new_snifferbuddy,1682024135363454813,480
new_snifferbuddy,1682024140110406177,480
new_snifferbuddy,1682024144946351586,480
new_snifferbuddy,1682024149674091908,478
new_snifferbuddy,1682024154492938854,480
new_snifferbuddy,1682024159389394768,480
new_snifferbuddy,1682024164126305905,479
new_snifferbuddy,1682024168966729234,478
new_snifferbuddy,1682024173723596505,477
new_snifferbuddy,1682024178560241749,477
new_snifferbuddy,1682024183347488198,477
new_snifferbuddy,1682024188252324583,476
new_snifferbuddy,1682024192861632317,477
new_snifferbuddy,1682024197632553744,478
new_snifferbuddy,1682024202621459354,477
new_snifferbuddy,1682024207354599857,477
new_snifferbuddy,1682024212193895979,476
new_snifferbuddy,1682024217004617081,475
new_snifferbuddy,1682024221845499270,475
new_snifferbuddy,1682024226573755603,474
new_snifferbuddy,1682024231393448169,475
new_snifferbuddy,1682024236350543600,475
new_snifferbuddy,1682024241031403831,474
new_snifferbuddy,1682024245792539273,475
new_snifferbuddy,1682024250632427305,476
new_snifferbuddy,1682024255499824590,474
new_snifferbuddy,1682024260243776403,474
new_snifferbuddy,1682024265125904132,472
new_snifferbuddy,1682024269850853679,471
new_snifferbuddy,1682024274664892658,467
new_snifferbuddy,1682024279541420722,462
new_snifferbuddy,1682024284280706587,464
new_snifferbuddy,1682024289177632614,465
new_snifferbuddy,1682024293953609284,465
new_snifferbuddy,1682024298675495837,465
new_snifferbuddy,1682024303579765597,465
new_snifferbuddy,1682024308376908838,465
new_snifferbuddy,1682024313137220648,465
new_snifferbuddy,1682024317977999000,465
new_snifferbuddy,1682024322918355089,463
new_snifferbuddy,1682024327502468580,464
new_snifferbuddy,1682024332385867497,463
new_snifferbuddy,1682024337121091414,462
new_snifferbuddy,1682024342042740681,463
new_snifferbuddy,1682024346924390222,463
new_snifferbuddy,1682024351576237932,462
new_snifferbuddy,1682024356344889214,462
new_snifferbuddy,1682024361187099897,464
new_snifferbuddy,1682024366023249471,462
new_snifferbuddy,1682024370883011192,464
new_snifferbuddy,1682024375640576454,463
new_snifferbuddy,1682024380405683742,463
new_snifferbuddy,1682024385162804675,461
new_snifferbuddy,1682024390035928998,461
new_snifferbuddy,1682024394862875617,461
new_snifferbuddy,1682024399680430592,462
new_snifferbuddy,1682024404474130386,461
new_snifferbuddy,1682024409232368426,460
new_snifferbuddy,1682024414149336288,461
new_snifferbuddy,1682024418854177206,461
new_snifferbuddy,1682024423655333381,462
new_snifferbuddy,1682024428524182144,461
new_snifferbuddy,1682024433313783079,461
new_snifferbuddy,1682024438149338592,461
new_snifferbuddy,1682024442961709754,455
new_snifferbuddy,1682024447685507314,455
new_snifferbuddy,1682024452522966243,456
new_snifferbuddy,1682024457367118314,457
new_snifferbuddy,1682024462071195039,458
new_snifferbuddy,1682024467130863053,458
new_snifferbuddy,1682024471673860027,458
new_snifferbuddy,1682024476514890343,457
new_snifferbuddy,1682024481365264897,458
new_snifferbuddy,1682024486062894776,459
new_snifferbuddy,1682024490921011188,459
new_snifferbuddy,1682024495768865518,456
new_snifferbuddy,1682024500588302400,457
new_snifferbuddy,1682024505369761803,459
new_snifferbuddy,1682024510069111581,459
new_snifferbuddy,1682024515010555446,457
new_snifferbuddy,1682024519774794256,458
new_snifferbuddy,1682024524568157381,457
new_snifferbuddy,1682024529482815326,457
new_snifferbuddy,1682024534028135495,458
new_snifferbuddy,1682024539015767162,457
new_snifferbuddy,1682024543792026175,459
new_snifferbuddy,1682024548636003646,459
new_snifferbuddy,1682024553464948344,459
new_snifferbuddy,1682024558244741688,464
new_snifferbuddy,1682024563002767078,469
new_snifferbuddy,1682024567750241352,468
new_snifferbuddy,1682024572742996396,468
new_snifferbuddy,1682024577466952912,470
new_snifferbuddy,1682024582397246263,470
new_snifferbuddy,1682024587081714587,472
new_snifferbuddy,1682024591856368726,472
new_snifferbuddy,1682024596697123685,471
new_snifferbuddy,1682024601519103579,471
new_snifferbuddy,1682024606349029331,470
new_snifferbuddy,1682024611070085498,471
new_snifferbuddy,1682024615918272226,471
new_snifferbuddy,1682024620803998086,471
new_snifferbuddy,1682024625516311644,471
new_snifferbuddy,1682024630370168134,472
new_snifferbuddy,1682024635134118437,471
new_snifferbuddy,1682024640039547525,470
new_snifferbuddy,1682024644761335450,470
new_snifferbuddy,1682024649597921625,470
new_snifferbuddy,1682024654370625448,469
new_snifferbuddy,1682024659146440863,470
new_snifferbuddy,1682024663949286699,470
new_snifferbuddy,1682024668752467700,470
new_snifferbuddy,1682024673605053479,469
new_snifferbuddy,1682024678367805830,464
new_snifferbuddy,1682024683196769538,465
new_snifferbuddy,1682024688010522899,465
new_snifferbuddy,1682024692890238599,465
new_snifferbuddy,1682024697550853991,466
new_snifferbuddy,1682024702463299150,466
new_snifferbuddy,1682024707463686287,466
new_snifferbuddy,1682024712030537407,467
new_snifferbuddy,1682024717052359981,467
new_snifferbuddy,1682024721697818694,469
new_snifferbuddy,1682024726422165923,468
new_snifferbuddy,1682024731272310758,469
new_snifferbuddy,1682024736138996656,469
new_snifferbuddy,1682024740827685298,467
new_snifferbuddy,1682024745707970980,466
new_snifferbuddy,1682024750566346949,467
new_snifferbuddy,1682024755061925581,468
new_snifferbuddy,1682024759859545975,469
new_snifferbuddy,1682024764941866316,469
new_snifferbuddy,1682024769722140562,470
new_snifferbuddy,1682024774562703110,470
new_snifferbuddy,1682024779374244861,470
new_snifferbuddy,1682024784111048496,468
new_snifferbuddy,1682024788952523390,468
new_snifferbuddy,1682024793769173795,468
new_snifferbuddy,1682024798628047894,469
new_snifferbuddy,1682024803329377552,468
new_snifferbuddy,1682024808150522503,467
